case_id,activity,timestamp,region,customer,material_id,quantity,priority,event_date,is_high_priority,next_activity,next_timestamp,transition,duration_hours,sla_threshold_hours,is_sla_violation
ORD-0116,Order Approved,2025-04-28 12:22:48,BR,CUST-BR-4302,MAT-10005,26,Normal,2025-04-28,0,Production Started,2025-04-29 14:25:48,Order Approved → Production Started,26.05,24,True
ORD-0116,Production Started,2025-04-29 14:25:48,BR,CUST-BR-4302,MAT-10005,26,Normal,2025-04-29,0,Quality Check,2025-04-30 17:57:36,Production Started → Quality Check,27.53,48,False
ORD-0116,Quality Check,2025-04-30 17:57:36,BR,CUST-BR-4302,MAT-10005,26,Normal,2025-04-30,0,Shipping Started,2025-05-01 03:57:00,Quality Check → Shipping Started,9.99,24,False
ORD-0116,Shipping Started,2025-05-01 03:57:00,BR,CUST-BR-4302,MAT-10005,26,Normal,2025-05-01,0,Delivered,2025-05-03 05:43:48,Shipping Started → Delivered,49.78,72,False
ORD-0117,Order Created,2025-03-15 13:55:00,BR,CUST-BR-1783,MAT-10083,58,Normal,2025-03-15,0,Order Approved,2025-03-15 16:43:36,Order Created → Order Approved,2.81,12,False
ORD-0117,Order Approved,2025-03-15 16:43:36,BR,CUST-BR-1783,MAT-10083,58,Normal,2025-03-15,0,Production Started,2025-03-16 06:10:36,Order Approved → Production Started,13.45,24,False
ORD-0117,Production Started,2025-03-16 06:10:36,BR,CUST-BR-1783,MAT-10083,58,Normal,2025-03-16,0,Quality Check,2025-03-18 01:41:48,Production Started → Quality Check,43.52,48,False
ORD-0117,Quality Check,2025-03-18 01:41:48,BR,CUST-BR-1783,MAT-10083,58,Normal,2025-03-18,0,Shipping Started,2025-03-18 14:51:24,Quality Check → Shipping Started,13.16,24,False
ORD-0117,Shipping Started,2025-03-18 14:51:24,BR,CUST-BR-1783,MAT-10083,58,Normal,2025-03-18,0,Delivered,2025-03-20 19:15:24,Shipping Started → Delivered,52.4,72,False
ORD-0118,Order Created,2025-05-08 13:59:00,BR,CUST-BR-9507,MAT-10034,187,Normal,2025-05-08,0,Order Approved,2025-05-08 18:05:36,Order Created → Order Approved,4.11,12,False
ORD-0118,Order Approved,2025-05-08 18:05:36,BR,CUST-BR-9507,MAT-10034,187,Normal,2025-05-08,0,Production Started,2025-05-13 12:53:36,Order Approved → Production Started,114.8,24,True
ORD-0118,Production Started,2025-05-13 12:53:36,BR,CUST-BR-9507,MAT-10034,187,Normal,2025-05-13,0,Quality Check,2025-05-15 06:33:48,Production Started → Quality Check,41.67,48,False
ORD-0118,Quality Check,2025-05-15 06:33:48,BR,CUST-BR-9507,MAT-10034,187,Normal,2025-05-15,0,Shipping Started,2025-05-15 17:54:12,Quality Check → Shipping Started,11.34,24,False
ORD-0118,Shipping Started,2025-05-15 17:54:12,BR,CUST-BR-9507,MAT-10034,187,Normal,2025-05-15,0,Delivered,2025-05-17 03:18:48,Shipping Started → Delivered,33.41,72,False
ORD-0119,Order Created,2025-06-04 14:10:00,DE,CUST-DE-8272,MAT-10044,124,Normal,2025-06-04,0,Order Approved,2025-06-04 16:12:24,Order Created → Order Approved,2.04,12,False
ORD-0119,Order Approved,2025-06-04 16:12:24,DE,CUST-DE-8272,MAT-10044,124,Normal,2025-06-04,0,Production Started,2025-06-05 07:28:36,Order Approved → Production Started,15.27,24,False
ORD-0119,Production Started,2025-06-05 07:28:36,DE,CUST-DE-8272,MAT-10044,124,Normal,2025-06-05,0,Quality Check,2025-06-06 12:15:24,Production Started → Quality Check,28.78,48,False
ORD-0119,Quality Check,2025-06-06 12:15:24,DE,CUST-DE-8272,MAT-10044,124,Normal,2025-06-06,0,Shipping Started,2025-06-06 20:04:00,Quality Check → Shipping Started,7.81,24,False
ORD-0119,Shipping Started,2025-06-06 20:04:00,DE,CUST-DE-8272,MAT-10044,124,Normal,2025-06-06,0,Delivered,2025-06-07 20:18:24,Shipping Started → Delivered,24.24,72,False
ORD-0120,Order Created,2025-05-12 10:01:00,DE,CUST-DE-3339,MAT-10077,103,High,2025-05-12,1,Order Approved,2025-05-12 11:44:12,Order Created → Order Approved,1.72,12,False
ORD-0120,Order Approved,2025-05-12 11:44:12,DE,CUST-DE-3339,MAT-10077,103,High,2025-05-12,1,Production Started,2025-05-12 20:14:48,Order Approved → Production Started,8.51,24,False
ORD-0120,Production Started,2025-05-12 20:14:48,DE,CUST-DE-3339,MAT-10077,103,High,2025-05-12,1,Quality Check,2025-05-13 06:29:48,Production Started → Quality Check,10.25,48,False
ORD-0120,Quality Check,2025-05-13 06:29:48,DE,CUST-DE-3339,MAT-10077,103,High,2025-05-13,1,Shipping Started,2025-05-13 10:22:36,Quality Check → Shipping Started,3.88,24,False
ORD-0120,Shipping Started,2025-05-13 10:22:36,DE,CUST-DE-3339,MAT-10077,103,High,2025-05-13,1,Delivered,2025-05-14 06:31:36,Shipping Started → Delivered,20.15,72,False
ORD-0121,Order Created,2025-02-09 15:23:00,CN,CUST-CN-7095,MAT-10056,164,Normal,2025-02-09,0,Order Approved,2025-02-09 19:12:48,Order Created → Order Approved,3.83,12,False
ORD-0121,Order Approved,2025-02-09 19:12:48,CN,CUST-CN-7095,MAT-10056,164,Normal,2025-02-09,0,Production Started,2025-02-10 15:11:36,Order Approved → Production Started,19.98,24,False
ORD-0121,Production Started,2025-02-10 15:11:36,CN,CUST-CN-7095,MAT-10056,164,Normal,2025-02-10,0,Quality Check,2025-02-11 19:51:12,Production Started → Quality Check,28.66,48,False
ORD-0121,Quality Check,2025-02-11 19:51:12,CN,CUST-CN-7095,MAT-10056,164,Normal,2025-02-11,0,Shipping Started,2025-02-12 07:37:24,Quality Check → Shipping Started,11.77,24,False
ORD-0121,Shipping Started,2025-02-12 07:37:24,CN,CUST-CN-7095,MAT-10056,164,Normal,2025-02-12,0,Delivered,2025-02-13 13:18:48,Shipping Started → Delivered,29.69,72,False
ORD-0122,Order Created,2025-04-10 16:07:00,DE,CUST-DE-5288,MAT-10099,142,High,2025-04-10,1,Order Approved,2025-04-10 17:18:24,Order Created → Order Approved,1.19,12,False
ORD-0122,Order Approved,2025-04-10 17:18:24,DE,CUST-DE-5288,MAT-10099,142,High,2025-04-10,1,Production Started,2025-04-11 01:52:36,Order Approved → Production Started,8.57,24,False
ORD-0122,Production Started,2025-04-11 01:52:36,DE,CUST-DE-5288,MAT-10099,142,High,2025-04-11,1,Quality Check,2025-04-11 23:05:48,Production Started → Quality Check,21.22,48,False
ORD-0122,Quality Check,2025-04-11 23:05:48,DE,CUST-DE-5288,MAT-10099,142,High,2025-04-11,1,Shipping Started,2025-04-12 03:11:12,Quality Check → Shipping Started,4.09,24,False
ORD-0122,Shipping Started,2025-04-12 03:11:12,DE,CUST-DE-5288,MAT-10099,142,High,2025-04-12,1,Delivered,2025-04-13 03:26:12,Shipping Started → Delivered,24.25,72,False
ORD-0123,Order Created,2025-04-26 10:57:00,BR,CUST-BR-8292,MAT-10011,28,Normal,2025-04-26,0,Order Approved,2025-04-26 15:04:48,Order Created → Order Approved,4.13,12,False
ORD-0123,Order Approved,2025-04-26 15:04:48,BR,CUST-BR-8292,MAT-10011,28,Normal,2025-04-26,0,Production Started,2025-04-27 18:29:24,Order Approved → Production Started,27.41,24,True
ORD-0123,Production Started,2025-04-27 18:29:24,BR,CUST-BR-8292,MAT-10011,28,Normal,2025-04-27,0,Quality Check,2025-04-29 07:54:00,Production Started → Quality Check,37.41,48,False
ORD-0123,Quality Check,2025-04-29 07:54:00,BR,CUST-BR-8292,MAT-10011,28,Normal,2025-04-29,0,Shipping Started,2025-04-29 20:45:00,Quality Check → Shipping Started,12.85,24,False
ORD-0123,Shipping Started,2025-04-29 20:45:00,BR,CUST-BR-8292,MAT-10011,28,Normal,2025-04-29,0,Delivered,2025-05-01 13:44:24,Shipping Started → Delivered,40.99,72,False
ORD-0124,Order Created,2025-06-29 10:50:00,CN,CUST-CN-6922,MAT-10065,192,Normal,2025-06-29,0,Order Approved,2025-06-29 13:14:36,Order Created → Order Approved,2.41,12,False
ORD-0124,Order Approved,2025-06-29 13:14:36,CN,CUST-CN-6922,MAT-10065,192,Normal,2025-06-29,0,Production Started,2025-06-30 15:44:00,Order Approved → Production Started,26.49,24,True
ORD-0124,Production Started,2025-06-30 15:44:00,CN,CUST-CN-6922,MAT-10065,192,Normal,2025-06-30,0,Quality Check,2025-07-01 16:08:00,Production Started → Quality Check,24.4,48,False
ORD-0124,Quality Check,2025-07-01 16:08:00,CN,CUST-CN-6922,MAT-10065,192,Normal,2025-07-01,0,Shipping Started,2025-07-02 02:32:00,Quality Check → Shipping Started,10.4,24,False
ORD-0124,Shipping Started,2025-07-02 02:32:00,CN,CUST-CN-6922,MAT-10065,192,Normal,2025-07-02,0,Delivered,2025-07-03 11:44:36,Shipping Started → Delivered,33.21,72,False
ORD-0125,Order Created,2025-02-03 17:56:00,IN,CUST-IN-2412,MAT-10008,151,Normal,2025-02-03,0,Order Approved,2025-02-03 20:26:36,Order Created → Order Approved,2.51,12,False
ORD-0125,Order Approved,2025-02-03 20:26:36,IN,CUST-IN-2412,MAT-10008,151,Normal,2025-02-03,0,Production Started,2025-02-04 21:57:12,Order Approved → Production Started,25.51,24,True
ORD-0125,Production Started,2025-02-04 21:57:12,IN,CUST-IN-2412,MAT-10008,151,Normal,2025-02-04,0,Quality Check,2025-02-06 09:23:36,Production Started → Quality Check,35.44,48,False
ORD-0125,Quality Check,2025-02-06 09:23:36,IN,CUST-IN-2412,MAT-10008,151,Normal,2025-02-06,0,Shipping Started,2025-02-06 19:35:00,Quality Check → Shipping Started,10.19,24,False
ORD-0125,Shipping Started,2025-02-06 19:35:00,IN,CUST-IN-2412,MAT-10008,151,Normal,2025-02-06,0,Delivered,2025-02-08 15:38:00,Shipping Started → Delivered,44.05,72,False
ORD-0126,Order Created,2025-01-19 15:29:00,IN,CUST-IN-9476,MAT-10044,174,High,2025-01-19,1,Order Approved,2025-01-19 16:55:24,Order Created → Order Approved,1.44,12,False
ORD-0126,Order Approved,2025-01-19 16:55:24,IN,CUST-IN-9476,MAT-10044,174,High,2025-01-19,1,Production Started,2025-01-20 08:58:24,Order Approved → Production Started,16.05,24,False
ORD-0126,Production Started,2025-01-20 08:58:24,IN,CUST-IN-9476,MAT-10044,174,High,2025-01-20,1,Quality Check,2025-01-21 06:49:24,Production Started → Quality Check,21.85,48,False
ORD-0126,Quality Check,2025-01-21 06:49:24,IN,CUST-IN-9476,MAT-10044,174,High,2025-01-21,1,Shipping Started,2025-01-21 14:19:24,Quality Check → Shipping Started,7.5,24,False
ORD-0126,Shipping Started,2025-01-21 14:19:24,IN,CUST-IN-9476,MAT-10044,174,High,2025-01-21,1,Delivered,2025-01-22 21:08:00,Shipping Started → Delivered,30.81,72,False
ORD-0127,Order Created,2025-02-01 16:09:00,US,CUST-US-5982,MAT-10021,24,Normal,2025-02-01,0,Order Approved,2025-02-01 18:11:24,Order Created → Order Approved,2.04,12,False
ORD-0127,Order Approved,2025-02-01 18:11:24,US,CUST-US-5982,MAT-10021,24,Normal,2025-02-01,0,Production Started,2025-02-02 17:33:00,Order Approved → Production Started,23.36,24,False
ORD-0127,Production Started,2025-02-02 17:33:00,US,CUST-US-5982,MAT-10021,24,Normal,2025-02-02,0,Quality Check,2025-02-03 15:27:36,Production Started → Quality Check,21.91,48,False
ORD-0127,Quality Check,2025-02-03 15:27:36,US,CUST-US-5982,MAT-10021,24,Normal,2025-02-03,0,Shipping Started,2025-02-04 04:32:24,Quality Check → Shipping Started,13.08,24,False
ORD-0127,Shipping Started,2025-02-04 04:32:24,US,CUST-US-5982,MAT-10021,24,Normal,2025-02-04,0,Delivered,2025-02-05 15:16:48,Shipping Started → Delivered,34.74,72,False
ORD-0128,Order Created,2025-05-22 12:08:00,CN,CUST-CN-5961,MAT-10078,172,Normal,2025-05-22,0,Order Approved,2025-05-22 15:21:12,Order Created → Order Approved,3.22,12,False
ORD-0128,Order Approved,2025-05-22 15:21:12,CN,CUST-CN-5961,MAT-10078,172,Normal,2025-05-22,0,Production Started,2025-05-28 06:00:12,Order Approved → Production Started,134.65,24,True
ORD-0128,Production Started,2025-05-28 06:00:12,CN,CUST-CN-5961,MAT-10078,172,Normal,2025-05-28,0,Quality Check,2025-05-29 04:13:24,Production Started → Quality Check,22.22,48,False
ORD-0128,Quality Check,2025-05-29 04:13:24,CN,CUST-CN-5961,MAT-10078,172,Normal,2025-05-29,0,Shipping Started,2025-05-29 16:04:24,Quality Check → Shipping Started,11.85,24,False
ORD-0128,Shipping Started,2025-05-29 16:04:24,CN,CUST-CN-5961,MAT-10078,172,Normal,2025-05-29,0,Delivered,2025-05-31 12:41:00,Shipping Started → Delivered,44.61,72,False
ORD-0129,Order Created,2025-01-08 09:02:00,IN,CUST-IN-5336,MAT-10083,20,Normal,2025-01-08,0,Order Approved,2025-01-08 11:17:36,Order Created → Order Approved,2.26,12,False
ORD-0129,Order Approved,2025-01-08 11:17:36,IN,CUST-IN-5336,MAT-10083,20,Normal,2025-01-08,0,Production Started,2025-01-09 06:20:36,Order Approved → Production Started,19.05,24,False
ORD-0129,Production Started,2025-01-09 06:20:36,IN,CUST-IN-5336,MAT-10083,20,Normal,2025-01-09,0,Quality Check,2025-01-10 15:14:36,Production Started → Quality Check,32.9,48,False
ORD-0129,Quality Check,2025-01-10 15:14:36,IN,CUST-IN-5336,MAT-10083,20,Normal,2025-01-10,0,Shipping Started,2025-01-10 21:16:24,Quality Check → Shipping Started,6.03,24,False
ORD-0129,Shipping Started,2025-01-10 21:16:24,IN,CUST-IN-5336,MAT-10083,20,Normal,2025-01-10,0,Delivered,2025-01-12 20:56:36,Shipping Started → Delivered,47.67,72,False
ORD-0130,Order Created,2025-03-04 14:19:00,IN,CUST-IN-8430,MAT-10009,133,Normal,2025-03-04,0,Order Approved,2025-03-04 17:47:12,Order Created → Order Approved,3.47,12,False
ORD-0130,Order Approved,2025-03-04 17:47:12,IN,CUST-IN-8430,MAT-10009,133,Normal,2025-03-04,0,Production Started,2025-03-05 06:34:36,Order Approved → Production Started,12.79,24,False
ORD-0130,Production Started,2025-03-05 06:34:36,IN,CUST-IN-8430,MAT-10009,133,Normal,2025-03-05,0,Quality Check,2025-03-06 10:22:36,Production Started → Quality Check,27.8,48,False
ORD-0130,Quality Check,2025-03-06 10:22:36,IN,CUST-IN-8430,MAT-10009,133,Normal,2025-03-06,0,Shipping Started,2025-03-06 20:03:24,Quality Check → Shipping Started,9.68,24,False
ORD-0130,Shipping Started,2025-03-06 20:03:24,IN,CUST-IN-8430,MAT-10009,133,Normal,2025-03-06,0,Delivered,2025-03-08 03:08:12,Shipping Started → Delivered,31.08,72,False
ORD-0131,Order Created,2025-03-30 14:08:00,US,CUST-US-7070,MAT-10065,197,Normal,2025-03-30,0,Order Approved,2025-03-30 17:08:00,Order Created → Order Approved,3.0,12,False
ORD-0131,Order Approved,2025-03-30 17:08:00,US,CUST-US-7070,MAT-10065,197,Normal,2025-03-30,0,Production Started,2025-03-31 07:38:00,Order Approved → Production Started,14.5,24,False
ORD-0131,Production Started,2025-03-31 07:38:00,US,CUST-US-7070,MAT-10065,197,Normal,2025-03-31,0,Quality Check,2025-04-01 11:20:00,Production Started → Quality Check,27.7,48,False
ORD-0131,Quality Check,2025-04-01 11:20:00,US,CUST-US-7070,MAT-10065,197,Normal,2025-04-01,0,Shipping Started,2025-04-01 18:58:24,Quality Check → Shipping Started,7.64,24,False
ORD-0131,Shipping Started,2025-04-01 18:58:24,US,CUST-US-7070,MAT-10065,197,Normal,2025-04-01,0,Delivered,2025-04-02 21:54:48,Shipping Started → Delivered,26.94,72,False
ORD-0132,Order Created,2025-06-07 14:15:00,DE,CUST-DE-3616,MAT-10041,231,High,2025-06-07,1,Order Approved,2025-06-07 16:17:24,Order Created → Order Approved,2.04,12,False
ORD-0132,Order Approved,2025-06-07 16:17:24,DE,CUST-DE-3616,MAT-10041,231,High,2025-06-07,1,Production Started,2025-06-08 02:56:24,Order Approved → Production Started,10.65,24,False
ORD-0132,Production Started,2025-06-08 02:56:24,DE,CUST-DE-3616,MAT-10041,231,High,2025-06-08,1,Quality Check,2025-06-08 13:59:24,Production Started → Quality Check,11.05,48,False
ORD-0132,Quality Check,2025-06-08 13:59:24,DE,CUST-DE-3616,MAT-10041,231,High,2025-06-08,1,Shipping Started,2025-06-08 17:33:00,Quality Check → Shipping Started,3.56,24,False
ORD-0132,Shipping Started,2025-06-08 17:33:00,DE,CUST-DE-3616,MAT-10041,231,High,2025-06-08,1,Delivered,2025-06-09 19:00:00,Shipping Started → Delivered,25.45,72,False
ORD-0133,Order Created,2025-01-24 14:32:00,BR,CUST-BR-8491,MAT-10030,15,Normal,2025-01-24,0,Order Approved,2025-01-24 17:01:24,Order Created → Order Approved,2.49,12,False
ORD-0133,Order Approved,2025-01-24 17:01:24,BR,CUST-BR-8491,MAT-10030,15,Normal,2025-01-24,0,Production Started,2025-01-28 21:53:00,Order Approved → Production Started,100.86,24,True
ORD-0133,Production Started,2025-01-28 21:53:00,BR,CUST-BR-8491,MAT-10030,15,Normal,2025-01-28,0,Quality Check,2025-01-30 17:12:48,Production Started → Quality Check,43.33,48,False
ORD-0133,Quality Check,2025-01-30 17:12:48,BR,CUST-BR-8491,MAT-10030,15,Normal,2025-01-30,0,Shipping Started,2025-01-31 05:33:12,Quality Check → Shipping Started,12.34,24,False
ORD-0133,Shipping Started,2025-01-31 05:33:12,BR,CUST-BR-8491,MAT-10030,15,Normal,2025-01-31,0,Delivered,2025-02-01 19:54:48,Shipping Started → Delivered,38.36,72,False
ORD-0134,Order Created,2025-03-09 13:48:00,IN,CUST-IN-7606,MAT-10046,387,High,2025-03-09,1,Order Approved,2025-03-09 15:05:24,Order Created → Order Approved,1.29,12,False
ORD-0134,Order Approved,2025-03-09 15:05:24,IN,CUST-IN-7606,MAT-10046,387,High,2025-03-09,1,Production Started,2025-03-09 22:54:36,Order Approved → Production Started,7.82,24,False
ORD-0134,Production Started,2025-03-09 22:54:36,IN,CUST-IN-7606,MAT-10046,387,High,2025-03-09,1,Quality Check,2025-03-10 20:57:00,Production Started → Quality Check,22.04,48,False
ORD-0134,Quality Check,2025-03-10 20:57:00,IN,CUST-IN-7606,MAT-10046,387,High,2025-03-10,1,Shipping Started,2025-03-11 03:07:12,Quality Check → Shipping Started,6.17,24,False
ORD-0134,Shipping Started,2025-03-11 03:07:12,IN,CUST-IN-7606,MAT-10046,387,High,2025-03-11,1,Delivered,2025-03-11 23:46:48,Shipping Started → Delivered,20.66,72,False
ORD-0135,Order Created,2025-06-09 17:07:00,BR,CUST-BR-3108,MAT-10012,81,Normal,2025-06-09,0,Order Approved,2025-06-09 20:05:48,Order Created → Order Approved,2.98,12,False
ORD-0135,Order Approved,2025-06-09 20:05:48,BR,CUST-BR-3108,MAT-10012,81,Normal,2025-06-09,0,Production Started,2025-06-10 20:38:48,Order Approved → Production Started,24.55,24,True
ORD-0135,Production Started,2025-06-10 20:38:48,BR,CUST-BR-3108,MAT-10012,81,Normal,2025-06-10,0,Quality Check,2025-06-12 17:32:12,Production Started → Quality Check,44.89,48,False
ORD-0135,Quality Check,2025-06-12 17:32:12,BR,CUST-BR-3108,MAT-10012,81,Normal,2025-06-12,0,Shipping Started,2025-06-13 06:48:24,Quality Check → Shipping Started,13.27,24,False
ORD-0135,Shipping Started,2025-06-13 06:48:24,BR,CUST-BR-3108,MAT-10012,81,Normal,2025-06-13,0,Delivered,2025-06-14 12:10:00,Shipping Started → Delivered,29.36,72,False
ORD-0136,Order Created,2025-02-05 13:51:00,IN,CUST-IN-8761,MAT-10066,289,Normal,2025-02-05,0,Order Approved,2025-02-05 16:43:48,Order Created → Order Approved,2.88,12,False
ORD-0136,Order Approved,2025-02-05 16:43:48,IN,CUST-IN-8761,MAT-10066,289,Normal,2025-02-05,0,Production Started,2025-02-06 12:17:24,Order Approved → Production Started,19.56,24,False
ORD-0136,Production Started,2025-02-06 12:17:24,IN,CUST-IN-8761,MAT-10066,289,Normal,2025-02-06,0,Quality Check,2025-02-07 18:36:36,Production Started → Quality Check,30.32,48,False
ORD-0136,Quality Check,2025-02-07 18:36:36,IN,CUST-IN-8761,MAT-10066,289,Normal,2025-02-07,0,Shipping Started,2025-02-08 03:08:24,Quality Check → Shipping Started,8.53,24,False
ORD-0136,Shipping Started,2025-02-08 03:08:24,IN,CUST-IN-8761,MAT-10066,289,Normal,2025-02-08,0,Delivered,2025-02-09 18:28:12,Shipping Started → Delivered,39.33,72,False
ORD-0137,Order Created,2025-03-18 17:21:00,US,CUST-US-9311,MAT-10065,225,Normal,2025-03-18,0,Order Approved,2025-03-18 20:16:48,Order Created → Order Approved,2.93,12,False
ORD-0137,Order Approved,2025-03-18 20:16:48,US,CUST-US-9311,MAT-10065,225,Normal,2025-03-18,0,Production Started,2025-03-19 16:23:24,Order Approved → Production Started,20.11,24,False
ORD-0137,Production Started,2025-03-19 16:23:24,US,CUST-US-9311,MAT-10065,225,Normal,2025-03-19,0,Quality Check,2025-03-20 16:04:48,Production Started → Quality Check,23.69,48,False
ORD-0137,Quality Check,2025-03-20 16:04:48,US,CUST-US-9311,MAT-10065,225,Normal,2025-03-20,0,Shipping Started,2025-03-21 04:06:36,Quality Check → Shipping Started,12.03,24,False
ORD-0137,Shipping Started,2025-03-21 04:06:36,US,CUST-US-9311,MAT-10065,225,Normal,2025-03-21,0,Delivered,2025-03-22 10:31:12,Shipping Started → Delivered,30.41,72,False
ORD-0138,Order Created,2025-06-26 08:38:00,DE,CUST-DE-8775,MAT-10033,213,Normal,2025-06-26,0,Order Approved,2025-06-26 11:36:48,Order Created → Order Approved,2.98,12,False
ORD-0138,Order Approved,2025-06-26 11:36:48,DE,CUST-DE-8775,MAT-10033,213,Normal,2025-06-26,0,Production Started,2025-06-27 03:29:36,Order Approved → Production Started,15.88,24,False
ORD-0138,Production Started,2025-06-27 03:29:36,DE,CUST-DE-8775,MAT-10033,213,Normal,2025-06-27,0,Quality Check,2025-06-28 05:50:36,Production Started → Quality Check,26.35,48,False
ORD-0138,Quality Check,2025-06-28 05:50:36,DE,CUST-DE-8775,MAT-10033,213,Normal,2025-06-28,0,Shipping Started,2025-06-28 13:26:00,Quality Check → Shipping Started,7.59,24,False
ORD-0138,Shipping Started,2025-06-28 13:26:00,DE,CUST-DE-8775,MAT-10033,213,Normal,2025-06-28,0,Delivered,2025-06-29 19:51:48,Shipping Started → Delivered,30.43,72,False
ORD-0139,Order Created,2025-06-08 14:09:00,IN,CUST-IN-4968,MAT-10004,194,Normal,2025-06-08,0,Order Approved,2025-06-08 17:19:48,Order Created → Order Approved,3.18,12,False
ORD-0139,Order Approved,2025-06-08 17:19:48,IN,CUST-IN-4968,MAT-10004,194,Normal,2025-06-08,0,Production Started,2025-06-09 14:19:12,Order Approved → Production Started,20.99,24,False
ORD-0139,Production Started,2025-06-09 14:19:12,IN,CUST-IN-4968,MAT-10004,194,Normal,2025-06-09,0,Quality Check,2025-06-10 12:27:00,Production Started → Quality Check,22.13,48,False
ORD-0139,Quality Check,2025-06-10 12:27:00,IN,CUST-IN-4968,MAT-10004,194,Normal,2025-06-10,0,Shipping Started,2025-06-10 21:55:48,Quality Check → Shipping Started,9.48,24,False
ORD-0139,Shipping Started,2025-06-10 21:55:48,IN,CUST-IN-4968,MAT-10004,194,Normal,2025-06-10,0,Delivered,2025-06-12 07:22:48,Shipping Started → Delivered,33.45,72,False
ORD-0140,Order Created,2025-06-06 15:55:00,BR,CUST-BR-2020,MAT-10090,208,Normal,2025-06-06,0,Order Approved,2025-06-06 18:11:48,Order Created → Order Approved,2.28,12,False
ORD-0140,Order Approved,2025-06-06 18:11:48,BR,CUST-BR-2020,MAT-10090,208,Normal,2025-06-06,0,Production Started,2025-06-07 09:01:00,Order Approved → Production Started,14.82,24,False
ORD-0140,Production Started,2025-06-07 09:01:00,BR,CUST-BR-2020,MAT-10090,208,Normal,2025-06-07,0,Quality Check,2025-06-08 22:16:00,Production Started → Quality Check,37.25,48,False
ORD-0140,Quality Check,2025-06-08 22:16:00,BR,CUST-BR-2020,MAT-10090,208,Normal,2025-06-08,0,Shipping Started,2025-06-09 09:25:36,Quality Check → Shipping Started,11.16,24,False
ORD-0140,Shipping Started,2025-06-09 09:25:36,BR,CUST-BR-2020,MAT-10090,208,Normal,2025-06-09,0,Delivered,2025-06-10 18:35:12,Shipping Started → Delivered,33.16,72,False
ORD-0141,Order Created,2025-04-01 12:39:00,US,CUST-US-8932,MAT-10024,149,Normal,2025-04-01,0,Order Approved,2025-04-01 16:36:00,Order Created → Order Approved,3.95,12,False
ORD-0141,Order Approved,2025-04-01 16:36:00,US,CUST-US-8932,MAT-10024,149,Normal,2025-04-01,0,Production Started,2025-04-02 06:31:12,Order Approved → Production Started,13.92,24,False
ORD-0141,Production Started,2025-04-02 06:31:12,US,CUST-US-8932,MAT-10024,149,Normal,2025-04-02,0,Quality Check,2025-04-03 06:10:48,Production Started → Quality Check,23.66,48,False
ORD-0141,Quality Check,2025-04-03 06:10:48,US,CUST-US-8932,MAT-10024,149,Normal,2025-04-03,0,Shipping Started,2025-04-03 19:12:36,Quality Check → Shipping Started,13.03,24,False
ORD-0141,Shipping Started,2025-04-03 19:12:36,US,CUST-US-8932,MAT-10024,149,Normal,2025-04-03,0,Delivered,2025-04-05 19:18:00,Shipping Started → Delivered,48.09,72,False
ORD-0142,Order Created,2025-03-23 15:22:00,CN,CUST-CN-5480,MAT-10036,135,Normal,2025-03-23,0,Order Approved,2025-03-23 17:30:24,Order Created → Order Approved,2.14,12,False
ORD-0142,Order Approved,2025-03-23 17:30:24,CN,CUST-CN-5480,MAT-10036,135,Normal,2025-03-23,0,Production Started,2025-03-24 15:07:00,Order Approved → Production Started,21.61,24,False
ORD-0142,Production Started,2025-03-24 15:07:00,CN,CUST-CN-5480,MAT-10036,135,Normal,2025-03-24,0,Quality Check,2025-03-26 11:08:48,Production Started → Quality Check,44.03,48,False
ORD-0142,Quality Check,2025-03-26 11:08:48,CN,CUST-CN-5480,MAT-10036,135,Normal,2025-03-26,0,Shipping Started,2025-03-27 00:23:48,Quality Check → Shipping Started,13.25,24,False
ORD-0142,Shipping Started,2025-03-27 00:23:48,CN,CUST-CN-5480,MAT-10036,135,Normal,2025-03-27,0,Delivered,2025-03-29 04:25:00,Shipping Started → Delivered,52.02,72,False
ORD-0143,Order Created,2025-01-21 13:59:00,US,CUST-US-8247,MAT-10083,192,Normal,2025-01-21,0,Order Approved,2025-01-21 16:15:12,Order Created → Order Approved,2.27,12,False
ORD-0143,Order Approved,2025-01-21 16:15:12,US,CUST-US-8247,MAT-10083,192,Normal,2025-01-21,0,Production Started,2025-01-22 09:03:12,Order Approved → Production Started,16.8,24,False
ORD-0143,Production Started,2025-01-22 09:03:12,US,CUST-US-8247,MAT-10083,192,Normal,2025-01-22,0,Quality Check,2025-01-23 06:24:12,Production Started → Quality Check,21.35,48,False
ORD-0143,Quality Check,2025-01-23 06:24:12,US,CUST-US-8247,MAT-10083,192,Normal,2025-01-23,0,Shipping Started,2025-01-23 16:12:48,Quality Check → Shipping Started,9.81,24,False
ORD-0143,Shipping Started,2025-01-23 16:12:48,US,CUST-US-8247,MAT-10083,192,Normal,2025-01-23,0,Delivered,2025-01-25 14:53:00,Shipping Started → Delivered,46.67,72,False
ORD-0144,Order Created,2025-03-03 11:03:00,CN,CUST-CN-9700,MAT-10028,160,High,2025-03-03,1,Order Approved,2025-03-03 13:30:00,Order Created → Order Approved,2.45,12,False
ORD-0144,Order Approved,2025-03-03 13:30:00,CN,CUST-CN-9700,MAT-10028,160,High,2025-03-03,1,Production Started,2025-03-03 21:42:36,Order Approved → Production Started,8.21,24,False
